index,status,train_end,param_num_boost_round,param_learning_rate,param_num_leaves,param_feature_fraction,param_bagging_fraction,param_min_data_in_leaf,param_lambda_l1,param_lambda_l2,param_early_stopping_rounds,train_ic,train_ir,val_ic,val_ir,n_train_dates,n_val_dates,train_val_gap
726,ok,1800,160,0.07,48,0.7,0.8,50,0.001,0.01,20,0.38911419785214807,2.043638098349463,0.09023316552131805,0.4887873762130594,1793,155,0.29888103233083
727,ok,1800,240,0.05,31,0.7,0.6,50,0.0,0.001,10,0.3129725966543234,1.5156228422705844,0.08762602033428185,0.518214486547667,1793,155,0.22534657632004157
728,ok,1800,280,0.07,16,0.8,0.8,80,0.0,0.01,30,0.3361221154147462,1.6620770404085834,0.08670071677165904,0.49407986179279206,1793,155,0.24942139864308716
729,ok,1800,240,0.03,31,0.7,0.8,50,0.0,0.001,10,0.34715971111141847,1.740995191953858,0.10229195308427616,0.5357656975890759,1793,155,0.2448677580271423
730,ok,1800,200,0.07,16,0.8,0.8,80,0.01,0.001,20,0.3420705755030831,1.7347343540320443,0.09529206276717306,0.5433337743266462,1793,155,0.24677851273591006
731,ok,1800,200,0.03,16,0.8,0.6,30,0.001,0.01,10,0.30642450860680065,1.4537954238524173,0.10203260266813916,0.5468090279795232,1793,155,0.2043919059386615
732,ok,1800,280,0.07,48,0.8,0.7,50,0.01,0.001,20,0.36690106857064836,1.876326784054673,0.09566865491587107,0.6036984683372021,1793,155,0.2712324136547773
733,ok,1800,280,0.05,48,0.6,0.7,30,0.001,0.01,20,0.44595849930359877,2.4408740795895074,0.09452703789958629,0.5394216579896531,1793,155,0.3514314614040125
734,ok,1800,280,0.03,16,0.6,0.7,30,0.001,0.01,20,0.35257301307033456,1.7583525817487098,0.10617585375988565,0.5979276111589934,1793,155,0.24639715931044892
735,ok,1800,280,0.05,31,0.8,0.8,50,0.0,0.1,20,0.38261215717611535,1.9957406239894357,0.08992001678920321,0.4704658793066848,1793,155,0.29269214038691216
736,ok,1800,240,0.03,48,0.8,0.8,50,0.0,0.001,10,0.34774703654946504,1.7225846196961252,0.09724202589770951,0.4928103821826959,1793,155,0.2505050106517555
737,ok,1800,200,0.07,16,0.7,0.7,50,0.01,0.01,10,0.36288919316461754,1.8406785086432302,0.10291499900782475,0.6372911970773082,1793,155,0.2599741941567928
